FECHA_DE_MUESTRA,FECHA_DE_CORTE,UBIGEO,DEPARTAMENTO,PROVINCIA,DISTRITO,ESPECIE_GANADERA,NUMERO_ANIMALES MACHOS,CANTIDAD_KILOGRAMOS_CARNE_MACHOS,NUMERO_ANIMALES HEMBRAS,CANTIDAD_KILOGRAMOS_CARNE_HEMBRAS
20250203,20250131,200105,PIURA,PIURA,CATACAOS,CAPRINOS,287,8068,164,4100
20250203,20250131,200109,PIURA,PIURA,LA ARENA,CAPRINOS,,,,
20250203,20250131,200114,PIURA,PIURA,TAMBOGRANDE,CAPRINOS,80,1.04,20,260
20250203,20250131,200109,PIURA,PIURA,LAS LOMAS,CAPRINOS,86,1.447,91,1.408
20250203,20250131,200801,PIURA,SECHURA,SECHURA,CAPRINOS,,,,
20250203,20250131,200405,PIURA,MORROPON,MORROPON,CAPRINOS,8,240,7,175
20250203,20250131,200401,PIURA,MORROPON,CHULUCANAS,CAPRINOS,145,3.19,69,1.725
20250203,20250131,200404,PIURA,MORROPON,LA MATANZA,CAPRINOS,119,3.332,30,930
20250203,20250131,200409,PIURA,MORROPON,SANTO DOMINGO,CAPRINOS,20,730,0,0
20250203,20250131,200402,PIURA,MORROPON,BUENOS AIRES,CAPRINOS,5,150,5,125
20250203,20250131,200406,PIURA,MORROPON,SALITRAL,CAPRINOS,9,252,1,25
20250203,20250131,200407,PIURA,MORROPON,SAN JUAN DE BIGOTE,CAPRINOS,7,140,1,25
20250203,20250131,200408,PIURA,MORROPON,SANTA CATALINA DE MOSSA,CAPRINOS,6,150,2,64
20250203,20250131,200403,PIURA,MORROPON,CHALACO,CAPRINOS,1,27,0,0
20250203,20250131,200410,PIURA,MORROPON,YAMANGO,CAPRINOS,8,240,7,175
20250203,20250131,200601,PIURA,SULLANA,BELLAVISTA,CAPRINOS,577,4.228,682,4.985
20250203,20250131,200607,PIURA,SULLANA,QUERECOTILLO,CAPRINOS,25,450,10,180
20250203,20250131,200701,PIURA,TALARA,PARINAS,CAPRINOS,30,450,15,225
20250203,20250131,200504,PIURA,PAITA,PUEBLO NUEVO DE COLAN,CAPRINOS,,,,
20250203,20250131,200501,PIURA,PAITA,PAITA,CAPRINOS,,,,
20250203,20250131,200301,PIURA,HUANCABAMBA,HUANCABAMBA,CAPRINOS,4,68,2,55
20250203,20250131,200302,PIURA,HUANCABAMBA,CANCHAQUE,CAPRINOS,5,70,3,39
20250203,20250131,200307,PIURA,HUANCABAMBA,SONDOR,CAPRINOS,7,111,5,66
20250203,20250131,200306,PIURA,HUANCABAMBA,SAN MIGUEL DEL FAIQUE,CAPRINOS,5,85,8,90
20250203,20250131,200305,PIURA,HUANCABAMBA,LALAQU Z,CAPRINOS,1,23,1,24
20250203,20250131,200304,PIURA,HUANCABAMBA,HUARMACA,CAPRINOS,,,,
20250203,20250131,200201,PIURA,AYABACA,AYABACA,CAPRINOS,,,,
20250203,20250131,200206,PIURA,AYABACA,PACAIPAMPA,CAPRINOS,25,750,20,600
20250203,20250131,200202,PIURA,AYABACA,FRIAS,CAPRINOS,8,224,6,192
20250203,20250131,200209,PIURA,AYABACA,SICCHEZ,CAPRINOS,,,,
20250203,20250131,200210,PIURA,AYABACA,SUYO,CAPRINOS,150,1.92,50,640
20250203,20250131,200208,PIURA,AYABACA,SAPILLICA,CAPRINOS,26,416,15,240
20250203,20250131,200205,PIURA,AYABACA,MONTERO,CAPRINOS,1,12,1,10
20250203,20250131,200203,PIURA,AYABACA,JILILI ,CAPRINOS,3,33,1,12
20250103,20241231,200101,PIURA,PIURA,PIURA,VACUNO,456,95.76,144,29.52
20250103,20241231,200110,PIURA,PIURA,LA UNION,VACUNO,149,31.29,150,30.75
20250103,20241231,200105,PIURA,PIURA,CATACAOS,VACUNO,833,174.93,302,61.91
20250103,20241231,200109,PIURA,PIURA,LA ARENA,VACUNO,,,,
20250103,20241231,200114,PIURA,PIURA,TAMBOGRANDE,VACUNO,34,6225,64,10850
20250103,20241231,200109,PIURA,PIURA,LAS LOMAS,VACUNO,7,1120,13,2080
20250103,20241231,200801,PIURA,SECHURA,SECHURA,VACUNO,,,,
20250103,20241231,200405,PIURA,MORROPON,MORROPON,VACUNO,42,7.56,30,5.1
20250103,20241231,200401,PIURA,MORROPON,CHULUCANAS,VACUNO,228,43.32,85,15.3
20250103,20241231,200404,PIURA,MORROPON,LA MATANZA,VACUNO,135,25.65,54,9.18
20250103,20241231,200409,PIURA,MORROPON,SANTO DOMINGO,VACUNO,10,2.5,0,0
20250103,20241231,200402,PIURA,MORROPON,BUENOS AIRES,VACUNO,9,1.71,4,680
20250103,20241231,200406,PIURA,MORROPON,SALITRAL,VACUNO,7,1.33,1,180
20250103,20241231,200407,PIURA,MORROPON,SAN JUAN DE BIGOTE,VACUNO,10,2,1,180
20250103,20241231,200408,PIURA,MORROPON,SANTA CATALINA DE MOSSA,VACUNO,7,1.33,5,1.05
20250103,20241231,200403,PIURA,MORROPON,CHALACO,VACUNO,8,2,0,0
20250103,20241231,200410,PIURA,MORROPON,YAMANGO,VACUNO,6,1.14,5,1.05
20250103,20241231,200601,PIURA,SULLANA,BELLAVISTA,VACUNO,305,72742,348,68904
20250103,20241231,200607,PIURA,SULLANA,QUERECOTILLO,VACUNO,30,6000,15,3000
20250103,20241231,200701,PIURA,TALARA,PARINAS,VACUNO,170,30604,128,20480
20250103,20241231,200504,PIURA,PAITA,PUEBLO NUEVO DE COLAN,VACUNO,18,3600,10,2000
20250103,20241231,200501,PIURA,PAITA,PAITA,VACUNO,,,,
20250103,20241231,200301,PIURA,HUANCABAMBA,HUANCABAMBA,VACUNO,18,3034,106,16877
20250103,20241231,200302,PIURA,HUANCABAMBA,CANCHAQUE,VACUNO,8,1340,8,1280
20250103,20241231,200307,PIURA,HUANCABAMBA,SONDOR,VACUNO,5,850,7,1118
20250103,20241231,200306,PIURA,HUANCABAMBA,SAN MIGUEL DEL FAIQUE,VACUNO,7,1170,9,1435
20250103,20241231,200305,PIURA,HUANCABAMBA,LALAQU Z,VACUNO,6,1050,1,181
20250103,20241231,200304,PIURA,HUANCABAMBA,HUARMACA,VACUNO,21,3.22,10,1.005
20250103,20241231,200201,PIURA,AYABACA,AYABACA,VACUNO,43,6.081,34,5.102
20250103,20241231,200206,PIURA,AYABACA,PACAIPAMPA,VACUNO,15,3.75,0,0
20250103,20241231,200202,PIURA,AYABACA,FRIAS,VACUNO,8,1.68,4,760
20250103,20241231,200209,PIURA,AYABACA,SICCHEZ,VACUNO,1,130,1,120
20250103,20241231,200210,PIURA,AYABACA,SUYO,VACUNO,7,893,2,255
20250103,20241231,200208,PIURA,AYABACA,SAPILLICA,VACUNO,13,1820,7,980
20250103,20241231,200205,PIURA,AYABACA,MONTERO,VACUNO,7,910,4,360
20250103,20241231,200203,PIURA,AYABACA,JILILI ,VACUNO,2,220,2,180
20250103,20241231,200101,PIURA,PIURA,PIURA,PORCINO,,,,
20250103,20241231,200110,PIURA,PIURA,LA UNION,PORCINO,13,780,2,80
20250103,20241231,200105,PIURA,PIURA,CATACAOS,PORCINO,10,500,1,40
20250103,20241231,200109,PIURA,PIURA,LA ARENA,PORCINO,14,644,2,76
20250103,20241231,200114,PIURA,PIURA,TAMBOGRANDE,PORCINO,11,920,14,780
20250103,20241231,200109,PIURA,PIURA,LAS LOMAS,PORCINO,,,,
20250103,20241231,200801,PIURA,SECHURA,SECHURA,PORCINO,,,,
20250103,20241231,200405,PIURA,MORROPON,MORROPON,PORCINO,25,1.125,12,660
20250103,20241231,200401,PIURA,MORROPON,CHULUCANAS,PORCINO,210,9.45,95,5.225
20250103,20241231,200404,PIURA,MORROPON,LA MATANZA,PORCINO,160,8.8,87,3.915
20250103,20241231,200409,PIURA,MORROPON,SANTO DOMINGO,PORCINO,80,2800,58,2610
20250103,20241231,200402,PIURA,MORROPON,BUENOS AIRES,PORCINO,14,490,5,300
20250103,20241231,200406,PIURA,MORROPON,SALITRAL,PORCINO,,,,
20250103,20241231,200407,PIURA,MORROPON,SAN JUAN DE BIGOTE,PORCINO,,,,
20250103,20241231,200408,PIURA,MORROPON,SANTA CATALINA DE MOSSA,PORCINO,10,380,4,220
20250103,20241231,200403,PIURA,MORROPON,CHALACO,PORCINO,60,4.62,45,2250
20250103,20241231,200410,PIURA,MORROPON,YAMANGO,PORCINO,9,315,7,385
20250103,20241231,200601,PIURA,SULLANA,BELLAVISTA,PORCINO,304,25481,325,24375
20250103,20241231,200607,PIURA,SULLANA,QUERECOTILLO,PORCINO,30,2340,20,1560
20250103,20241231,200701,PIURA,TALARA,PARINAS,PORCINO,40,2800,25,1750
20250103,20241231,200504,PIURA,PAITA,PUEBLO NUEVO DE COLAN,PORCINO,,,,
20250103,20241231,200501,PIURA,PAITA,PAITA,PORCINO,,,,
20250103,20241231,200301,PIURA,HUANCABAMBA,HUANCABAMBA,PORCINO,50,4583,56,6427
20250103,20241231,200302,PIURA,HUANCABAMBA,CANCHAQUE,PORCINO,6,552,9,1035
20250103,20241231,200307,PIURA,HUANCABAMBA,SONDOR,PORCINO,7,645,8,922
20250103,20241231,200306,PIURA,HUANCABAMBA,SAN MIGUEL DEL FAIQUE,PORCINO,8,735,5,576
20250103,20241231,200305,PIURA,HUANCABAMBA,LALAQU Z,PORCINO,7,640,8,918
20250103,20241231,200304,PIURA,HUANCABAMBA,HUARMACA,PORCINO,21,1.4,2,95
20250103,20241231,200201,PIURA,AYABACA,AYABACA,PORCINO,12,730,6,325
20250103,20241231,200206,PIURA,AYABACA,PACAIPAMPA,PORCINO,300,13.5,200,11000
20250103,20241231,200202,PIURA,AYABACA,FRIAS,PORCINO,45,1.575,30,1650
20250103,20241231,200209,PIURA,AYABACA,SICCHEZ,PORCINO,3,135,2,80
20250103,20241231,200210,PIURA,AYABACA,SUYO,PORCINO,40,1.8,5,225
20250103,20241231,200208,PIURA,AYABACA,SAPILLICA,PORCINO,52,832,18,288
20250103,20241231,200205,PIURA,AYABACA,MONTERO,PORCINO,10,450,8,320
20250103,20241231,200203,PIURA,AYABACA,JILILI ,PORCINO,1,45,2,80
20250103,20241231,200101,PIURA,PIURA,PIURA,OVINOS,,,,
20250103,20241231,200110,PIURA,PIURA,LA UNION,OVINOS,,,,
20250103,20241231,200105,PIURA,PIURA,CATACAOS,OVINOS,,,,
20250103,20241231,200109,PIURA,PIURA,LA ARENA,OVINOS,,,,
20250103,20241231,200114,PIURA,PIURA,TAMBOGRANDE,OVINOS,17,300,38,590
20250103,20241231,200109,PIURA,PIURA,LAS LOMAS,OVINOS,,,,
20250103,20241231,200801,PIURA,SECHURA,SECHURA,OVINOS,,,,
20250103,20241231,200405,PIURA,MORROPON,MORROPON,OVINOS,8,224,7,224
20250103,20241231,200401,PIURA,MORROPON,CHULUCANAS,OVINOS,580,14.5,120,3.36
20250103,20241231,200404,PIURA,MORROPON,LA MATANZA,OVINOS,199,5.572,98,3.136
20250103,20241231,200409,PIURA,MORROPON,SANTO DOMINGO,OVINOS,13,546,10,415
20250103,20241231,200402,PIURA,MORROPON,BUENOS AIRES,OVINOS,5,110,3,105
20250103,20241231,200406,PIURA,MORROPON,SALITRAL,OVINOS,4,80,0,0
20250103,20241231,200407,PIURA,MORROPON,SAN JUAN DE BIGOTE,OVINOS,8,88,0,0
20250103,20241231,200408,PIURA,MORROPON,SANTA CATALINA DE MOSSA,OVINOS,6,150,4,128
20250103,20241231,200403,PIURA,MORROPON,CHALACO,OVINOS,12,522,0,0
20250103,20241231,200410,PIURA,MORROPON,YAMANGO,OVINOS,8,200,3,84
20250103,20241231,200601,PIURA,SULLANA,BELLAVISTA,OVINOS,40,305,67,654
20250103,20241231,200607,PIURA,SULLANA,QUERECOTILLO,OVINOS,,,,
20250103,20241231,200701,PIURA,TALARA,PARINAS,OVINOS,,,,
20250103,20241231,200504,PIURA,PAITA,PUEBLO NUEVO DE COLAN,OVINOS,,,,
20250103,20241231,200501,PIURA,PAITA,PAITA,OVINOS,,,,
20250103,20241231,200301,PIURA,HUANCABAMBA,HUANCABAMBA,OVINOS,11,180,15,271
20250103,20241231,200302,PIURA,HUANCABAMBA,CANCHAQUE,OVINOS,7,16,6,108
20250103,20241231,200307,PIURA,HUANCABAMBA,SONDOR,OVINOS,4,82,8,142
20250103,20241231,200306,PIURA,HUANCABAMBA,SAN MIGUEL DEL FAIQUE,OVINOS,6,96,7,125
20250103,20241231,200305,PIURA,HUANCABAMBA,LALAQU Z,OVINOS,5,90,0,0
20250103,20241231,200304,PIURA,HUANCABAMBA,HUARMACA,OVINOS,,,,
20250103,20241231,200201,PIURA,AYABACA,AYABACA,OVINOS,0,0,1,16
20250103,20241231,200206,PIURA,AYABACA,PACAIPAMPA,OVINOS,106,4.588,98,4000
20250103,20241231,200202,PIURA,AYABACA,FRIAS,OVINOS,7,224,5,140
20250103,20241231,200209,PIURA,AYABACA,SICCHEZ,OVINOS,1,12,1,12
20250103,20241231,200210,PIURA,AYABACA,SUYO,OVINOS,2,24,1,12
20250103,20241231,200208,PIURA,AYABACA,SAPILLICA,OVINOS,44,1760,16,640
20250103,20241231,200205,PIURA,AYABACA,MONTERO,OVINOS,0,0,1,11
20250103,20241231,200203,PIURA,AYABACA,JILILI ,OVINOS,1,11,1,12
20250103,20241231,200101,PIURA,PIURA,PIURA,CAPRINOS,,,,
20250103,20241231,200110,PIURA,PIURA,LA UNION,CAPRINOS,250,7027,110,2750
20250103,20241231,200105,PIURA,PIURA,CATACAOS,CAPRINOS,,,,
20250103,20241231,200109,PIURA,PIURA,LA ARENA,CAPRINOS,,,,
20250103,20241231,200114,PIURA,PIURA,TAMBOGRANDE,CAPRINOS,65,1.085,89,1.45
20250103,20241231,200109,PIURA,PIURA,LAS LOMAS,CAPRINOS,30,390,50,650
20250103,20241231,200801,PIURA,SECHURA,SECHURA,CAPRINOS,,,,
20250103,20241231,200405,PIURA,MORROPON,MORROPON,CAPRINOS,17,476,3,96
20250103,20241231,200401,PIURA,MORROPON,CHULUCANAS,CAPRINOS,195,4.29,75,2.4
20250103,20241231,200404,PIURA,MORROPON,LA MATANZA,CAPRINOS,138,3.588,53,1.484
20250103,20241231,200409,PIURA,MORROPON,SANTO DOMINGO,CAPRINOS,18,638,0,0
20250103,20241231,200402,PIURA,MORROPON,BUENOS AIRES,CAPRINOS,11,352,2,64
20250103,20241231,200406,PIURA,MORROPON,SALITRAL,CAPRINOS,6,168,1,25
20250103,20241231,200407,PIURA,MORROPON,SAN JUAN DE BIGOTE,CAPRINOS,8,160,1,25
20250103,20241231,200408,PIURA,MORROPON,SANTA CATALINA DE MOSSA,CAPRINOS,8,224,4,128
20250103,20241231,200403,PIURA,MORROPON,CHALACO,CAPRINOS,1,23,0,0
20250103,20241231,200410,PIURA,MORROPON,YAMANGO,CAPRINOS,10,280,6,192
20250103,20241231,200601,PIURA,SULLANA,BELLAVISTA,CAPRINOS,571,4197,730,4964
20250103,20241231,200607,PIURA,SULLANA,QUERECOTILLO,CAPRINOS,30,600,25,500
20250103,20241231,200701,PIURA,TALARA,PARINAS,CAPRINOS,45,900,15,300
20250103,20241231,200504,PIURA,PAITA,PUEBLO NUEVO DE COLAN,CAPRINOS,,,,
20250103,20241231,200501,PIURA,PAITA,PAITA,CAPRINOS,,,,
20250103,20241231,200301,PIURA,HUANCABAMBA,HUANCABAMBA,CAPRINOS,5,70,2,25
20250103,20241231,200302,PIURA,HUANCABAMBA,CANCHAQUE,CAPRINOS,6,84,6,78
20250103,20241231,200307,PIURA,HUANCABAMBA,SONDOR,CAPRINOS,8,111,5,66
20250103,20241231,200306,PIURA,HUANCABAMBA,SAN MIGUEL DEL FAIQUE,CAPRINOS,6,85,7,90
20250103,20241231,200305,PIURA,HUANCABAMBA,LALAQU Z,CAPRINOS,2,46,1,26
20250103,20241231,200304,PIURA,HUANCABAMBA,HUARMACA,CAPRINOS,,,,
20250103,20241231,200201,PIURA,AYABACA,AYABACA,CAPRINOS,,,,
20250103,20241231,200206,PIURA,AYABACA,PACAIPAMPA,CAPRINOS,80,2.96,47,1596
20250103,20241231,200202,PIURA,AYABACA,FRIAS,CAPRINOS,9,225,3,84
20250103,20241231,200209,PIURA,AYABACA,SICCHEZ,CAPRINOS,,,,
20250103,20241231,200210,PIURA,AYABACA,SUYO,CAPRINOS,50,640,10,128
20250103,20241231,200208,PIURA,AYABACA,SAPILLICA,CAPRINOS,52,832,18,288
20250103,20241231,200205,PIURA,AYABACA,MONTERO,CAPRINOS,2,24,1,10
20250103,20241231,200203,PIURA,AYABACA,JILILI ,CAPRINOS,3,33,1,12
20241203,20241131,200101,PIURA,PIURA,PIURA,VACUNO,460,96.6,150,30.75
20241203,20241131,200110,PIURA,PIURA,LA UNION,VACUNO,150,31.5,151,30.955
20241203,20241131,200105,PIURA,PIURA,CATACAOS,VACUNO,850,178.5,305,62.525
20241203,20241131,200109,PIURA,PIURA,LA ARENA,VACUNO,0,0,0,0
20241203,20241131,200114,PIURA,PIURA,TAMBOGRANDE,VACUNO,39,7225,50,8640
20241203,20241131,200109,PIURA,PIURA,LAS LOMAS,VACUNO,7,980,13,1820
20241203,20241131,200801,PIURA,SECHURA,SECHURA,VACUNO,0,0,0,0
20241203,20241131,200405,PIURA,MORROPON,MORROPON,VACUNO,35,7,30,3
20241203,20241131,200401,PIURA,MORROPON,CHULUCANAS,VACUNO,205,38.95,65,13.325
20241203,20241131,200404,PIURA,MORROPON,LA MATANZA,VACUNO,120,21.6,32,6.08
20241203,20241131,200409,PIURA,MORROPON,SANTO DOMINGO,VACUNO,6,1500,6,1500
20241203,20241131,200402,PIURA,MORROPON,BUENOS AIRES,VACUNO,5,1000,4,400
20241203,20241131,200406,PIURA,MORROPON,SALITRAL,VACUNO,5,950,1,0
20241203,20241131,200407,PIURA,MORROPON,SAN JUAN DE BIGOTE,VACUNO,8,1.6,1,210
20241203,20241131,200408,PIURA,MORROPON,SANTA CATALINA DE MOSSA,VACUNO,2,330,2,330
20241203,20241131,200403,PIURA,MORROPON,CHALACO,VACUNO,7,1.75,5,1250
20241203,20241131,200410,PIURA,MORROPON,YAMANGO,VACUNO,6,1.2,4,400
20241203,20241131,200601,PIURA,SULLANA,BELLAVISTA,VACUNO,266,65.112,375,22.5
20241203,20241131,200607,PIURA,SULLANA,QUERECOTILLO,VACUNO,25,5,15,3
20241203,20241131,200701,PIURA,TALARA,PARINAS,VACUNO,84,15.12,120,19.2
20241203,20241131,200504,PIURA,PAITA,PUEBLO NUEVO DE COLAN,VACUNO,15,3,10,3
20241203,20241131,200501,PIURA,PAITA,PAITA,VACUNO,0,0,0,0
20241203,20241131,200301,PIURA,HUANCABAMBA,HUANCABAMBA,VACUNO,22,3.639,123,21.206
20241203,20241131,200302,PIURA,HUANCABAMBA,CANCHAQUE,VACUNO,8,1.32,7,1.2
20241203,20241131,200307,PIURA,HUANCABAMBA,SONDOR,VACUNO,6,990,7,1.1
20241203,20241131,200306,PIURA,HUANCABAMBA,SAN MIGUEL DEL FAIQUE,VACUNO,8,1.295,9,1.545
20241203,20241131,200305,PIURA,HUANCABAMBA,LALAQU Z,VACUNO,7,1.15,6,1.03
20241203,20241131,200304,PIURA,HUANCABAMBA,HUARMACA,VACUNO,35,3.575,2,240
20241203,20241131,200201,PIURA,AYABACA,AYABACA,VACUNO,50,7.201,58,7.734
20241203,20241131,200206,PIURA,AYABACA,PACAIPAMPA,VACUNO,10,2.5,5,1250
20241203,20241131,200202,PIURA,AYABACA,FRIAS,VACUNO,12,2.16,2,410
20241203,20241131,200209,PIURA,AYABACA,SICCHEZ,VACUNO,1,130,0,0
20241203,20241131,200210,PIURA,AYABACA,SUYO,VACUNO,12,1530,3,383
20241203,20241131,200208,PIURA,AYABACA,SAPILLICA,VACUNO,18,2.484,6,828
20241203,20241131,200205,PIURA,AYABACA,MONTERO,VACUNO,6,780,4,360
20241203,20241131,200203,PIURA,AYABACA,JILILI ,VACUNO,2,220,1,90
20241203,20241131,200101,PIURA,PIURA,PIURA,PORCINO,0,0,0,0
20241203,20241131,200110,PIURA,PIURA,LA UNION,PORCINO,1,45,1,65
20241203,20241131,200105,PIURA,PIURA,CATACAOS,PORCINO,0,0,0,0
20241203,20241131,200109,PIURA,PIURA,LA ARENA,PORCINO,0,0,0,0
20241203,20241131,200114,PIURA,PIURA,TAMBOGRANDE,PORCINO,5,400,19,1.405
20241203,20241131,200109,PIURA,PIURA,LAS LOMAS,PORCINO,0,0,0,0
20241203,20241131,200801,PIURA,SECHURA,SECHURA,PORCINO,0,0,0,0
20241203,20241131,200405,PIURA,MORROPON,MORROPON,PORCINO,20,1.2,10,500
20241203,20241131,200401,PIURA,MORROPON,CHULUCANAS,PORCINO,195,7.8,82,4.51
20241203,20241131,200404,PIURA,MORROPON,LA MATANZA,PORCINO,140,6.3,75,2.625
20241203,20241131,200409,PIURA,MORROPON,SANTO DOMINGO,PORCINO,60,4250,50,3.47
20241203,20241131,200402,PIURA,MORROPON,BUENOS AIRES,PORCINO,10,500,5,250
20241203,20241131,200406,PIURA,MORROPON,SALITRAL,PORCINO,10,460,1,38
20241203,20241131,200407,PIURA,MORROPON,SAN JUAN DE BIGOTE,PORCINO,10,460,1,35
20241203,20241131,200408,PIURA,MORROPON,SANTA CATALINA DE MOSSA,PORCINO,1,55,1,60
20241203,20241131,200403,PIURA,MORROPON,CHALACO,PORCINO,46,1.61,38,1.71
20241203,20241131,200410,PIURA,MORROPON,YAMANGO,PORCINO,10,600,5,250
20241203,20241131,200601,PIURA,SULLANA,BELLAVISTA,PORCINO,250,15000,365,21.9
20241203,20241131,200607,PIURA,SULLANA,QUERECOTILLO,PORCINO,30,1800,12,720
20241203,20241131,200701,PIURA,TALARA,PARINAS,PORCINO,30,1860,25,1.55
20241203,20241131,200504,PIURA,PAITA,PUEBLO NUEVO DE COLAN,PORCINO,0,0,0,0
20241203,20241131,200501,PIURA,PAITA,PAITA,PORCINO,0,0,0,0
20241203,20241131,200301,PIURA,HUANCABAMBA,HUANCABAMBA,PORCINO,48,4.778,59,5.271
20241203,20241131,200302,PIURA,HUANCABAMBA,CANCHAQUE,PORCINO,8,795,8,760
20241203,20241131,200307,PIURA,HUANCABAMBA,SONDOR,PORCINO,0,0,0,0
20241203,20241131,200306,PIURA,HUANCABAMBA,SAN MIGUEL DEL FAIQUE,PORCINO,6,590,9,873
20241203,20241131,200305,PIURA,HUANCABAMBA,LALAQU Z,PORCINO,7,720,7,690
20241203,20241131,200304,PIURA,HUANCABAMBA,HUARMACA,PORCINO,30,2.024,1,80
20241203,20241131,200201,PIURA,AYABACA,AYABACA,PORCINO,15,1.045,12,612
20241203,20241131,200206,PIURA,AYABACA,PACAIPAMPA,PORCINO,220,12.1,180,10.8
20241203,20241131,200202,PIURA,AYABACA,FRIAS,PORCINO,41,1.23,15,675
20241203,20241131,200209,PIURA,AYABACA,SICCHEZ,PORCINO,2,90,2,80
20241203,20241131,200210,PIURA,AYABACA,SUYO,PORCINO,80,3.6,10,450
20241203,20241131,200208,PIURA,AYABACA,SAPILLICA,PORCINO,70,2.8,25,1
20241203,20241131,200205,PIURA,AYABACA,MONTERO,PORCINO,8,360,8,320
20241203,20241131,200203,PIURA,AYABACA,JILILI ,PORCINO,3,135,1,40
20241203,20241131,200101,PIURA,PIURA,PIURA,OVINOS,0,0,0,0
20241203,20241131,200110,PIURA,PIURA,LA UNION,OVINOS,0,0,0,0
20241203,20241131,200105,PIURA,PIURA,CATACAOS,OVINOS,0,0,0,0
20241203,20241131,200109,PIURA,PIURA,LA ARENA,OVINOS,0,0,0,0
20241203,20241131,200114,PIURA,PIURA,TAMBOGRANDE,OVINOS,21,915,36,575
20241203,20241131,200109,PIURA,PIURA,LAS LOMAS,OVINOS,0,0,0,0
20241203,20241131,200801,PIURA,SECHURA,SECHURA,OVINOS,0,0,0,0
20241203,20241131,200405,PIURA,MORROPON,MORROPON,OVINOS,7,210,5,125
20241203,20241131,200401,PIURA,MORROPON,CHULUCANAS,OVINOS,545,15.26,105,3.36
20241203,20241131,200404,PIURA,MORROPON,LA MATANZA,OVINOS,180,3.96,92,2.944
20241203,20241131,200409,PIURA,MORROPON,SANTO DOMINGO,OVINOS,21,828,0,0
20241203,20241131,200402,PIURA,MORROPON,BUENOS AIRES,OVINOS,3,90,2,50
20241203,20241131,200406,PIURA,MORROPON,SALITRAL,OVINOS,1,20,0,0
20241203,20241131,200407,PIURA,MORROPON,SAN JUAN DE BIGOTE,OVINOS,2,44,1,19
20241203,20241131,200408,PIURA,MORROPON,SANTA CATALINA DE MOSSA,OVINOS,3,72,1,31
20241203,20241131,200403,PIURA,MORROPON,CHALACO,OVINOS,11,450,0,0
20241203,20241131,200410,PIURA,MORROPON,YAMANGO,OVINOS,4,120,2,50
20241203,20241131,200601,PIURA,SULLANA,BELLAVISTA,OVINOS,80,1.136,98,1.078
20241203,20241131,200607,PIURA,SULLANA,QUERECOTILLO,OVINOS,0,0,0,0
20241203,20241131,200701,PIURA,TALARA,PARINAS,OVINOS,0,0,0,0
20241203,20241131,200504,PIURA,PAITA,PUEBLO NUEVO DE COLAN,OVINOS,0,0,0,0
20241203,20241131,200501,PIURA,PAITA,PAITA,OVINOS,0,0,0,0
20241203,20241131,200301,PIURA,HUANCABAMBA,HUANCABAMBA,OVINOS,10,201,13,255
20241203,20241131,200302,PIURA,HUANCABAMBA,CANCHAQUE,OVINOS,8,160,5,98
20241203,20241131,200307,PIURA,HUANCABAMBA,SONDOR,OVINOS,5,105,7,130
20241203,20241131,200306,PIURA,HUANCABAMBA,SAN MIGUEL DEL FAIQUE,OVINOS,7,145,6,114
20241203,20241131,200305,PIURA,HUANCABAMBA,LALAQU Z,OVINOS,8,158,4,75
20241203,20241131,200304,PIURA,HUANCABAMBA,HUARMACA,OVINOS,0,0,0,0
20241203,20241131,200201,PIURA,AYABACA,AYABACA,OVINOS,0,0,1,16
20241203,20241131,200206,PIURA,AYABACA,PACAIPAMPA,OVINOS,110,4.73,94,3858
20241203,20241131,200202,PIURA,AYABACA,FRIAS,OVINOS,12,336,5,160
20241203,20241131,200209,PIURA,AYABACA,SICCHEZ,OVINOS,1,12,0,0
20241203,20241131,200210,PIURA,AYABACA,SUYO,OVINOS,7,84,2,24
20241203,20241131,200208,PIURA,AYABACA,SAPILLICA,OVINOS,30,420,12,168
20241203,20241131,200205,PIURA,AYABACA,MONTERO,OVINOS,0,0,1,11
20241203,20241131,200203,PIURA,AYABACA,JILILI ,OVINOS,0,0,1,11
20241203,20241131,200101,PIURA,PIURA,PIURA,CAPRINOS,0,0,0,0
20241203,20241131,200110,PIURA,PIURA,LA UNION,CAPRINOS,250,7000,103,2575
20241203,20241131,200105,PIURA,PIURA,CATACAOS,CAPRINOS,0,0,0,0
20241203,20241131,200109,PIURA,PIURA,LA ARENA,CAPRINOS,0,0,0,0
20241203,20241131,200114,PIURA,PIURA,TAMBOGRANDE,CAPRINOS,68,1.235,76,1.375
20241203,20241131,200109,PIURA,PIURA,LAS LOMAS,CAPRINOS,20,240,60,720
20241203,20241131,200801,PIURA,SECHURA,SECHURA,CAPRINOS,,,,
20241203,20241131,200405,PIURA,MORROPON,MORROPON,CAPRINOS,10,300,6,150
20241203,20241131,200401,PIURA,MORROPON,CHULUCANAS,CAPRINOS,170,3.74,80,2.32
20241203,20241131,200404,PIURA,MORROPON,LA MATANZA,CAPRINOS,120,2.76,60,1.8
20241203,20241131,200409,PIURA,MORROPON,SANTO DOMINGO,CAPRINOS,8,281,8,281
20241203,20241131,200402,PIURA,MORROPON,BUENOS AIRES,CAPRINOS,4,120,4,100
20241203,20241131,200406,PIURA,MORROPON,SALITRAL,CAPRINOS,7,196,1,25
20241203,20241131,200407,PIURA,MORROPON,SAN JUAN DE BIGOTE,CAPRINOS,6,120,1,25
